Subject info,Project,Project 1,,,,,
,First Name,,,,,,
,Last Name,Kehlin trial,,,,,
,Sex,Male,,,,,
,Date of birth,,,,,,
,,,,,,,
Record info,Name,Homer Technique,,,,,
,Date Measured,6/15/2018 10:51,,,,,
,Number of periods,1,,,,,
,,,,,,,
Analyzed Signal,"Time, s",,"TIB.ANT. RT, uV","PERONEUS RT, uV","LAT. GASTRO RT, uV","MED. GASTRO RT, uV","Homer Technique, phases"
,121.062,,-8.60636,53.203,20.6052,-27.434,1
,121.0627,,-37.8534,67.8633,22.7382,-28.6422,1
,121.0633,,-102.255,42.5624,21.2089,-100.354,1
,121.064,,-111.445,6.54199,13.2807,-108.883,1
,121.0647,,-0.656417,-42.9565,9.61846,-32.6223,1
,121.0653,,113.487,-76.4546,5.63425,16.8442,1
,121.066,,151.341,-42.0106,-9.61846,-13.717,1
,121.0667,,185.183,15.685,-12.3551,-59.2034,1
,121.0673,,189.778,29.7148,-2.29394,-70.7882,1
,121.068,,69.2155,20.5718,-23.6638,-65.5999,1
,121.0687,,-68.9967,17.4979,-69.1201,-57.6398,1
,121.0693,,-58.9317,12.9263,-74.9355,-45.4153,1
,121.07,,51.857,6.22672,-25.173,-29.2819,1
,121.0707,,90.0021,-6.93609,27.0041,-13.3616,1
,121.0713,,-16.1916,-32.5523,40.4257,-13.0773,1
,121.072,,-160.239,-46.5822,31.2701,-22.53,1
,121.0727,,-189.559,-41.0648,24.2474,-8.52869,1
,121.0733,,-122.094,-35.311,13.2807,17.7681,1
,121.074,,-80.5934,-28.8478,1.06648,21.1085,1
,121.0747,,-77.2384,-16.3944,-2.89761,16.4888,1
,121.0753,,-66.8816,-10.2465,-20.0016,25.0886,1
,121.076,,-58.9317,-10.2465,-45.9392,30.5612,1
,121.0767,,-50.1065,-5.67498,-43.4843,18.9763,1
,121.0773,,-26.2567,-2.91631,-35.8579,-11.5848,1
,121.078,,-9.77332,-13.6357,-45.3154,-50.3193,1
,121.0787,,-7.94994,-41.3801,-26.0986,-54.8679,1
,121.0793,,-5.83482,-64.5529,12.0533,-20.3978,1
,121.08,,-6.12656,-43.1929,-4.72874,0.355362,1
,121.0807,,-7.07472,9.8524,-53.5656,-4.26435,1
,121.0813,,-2.77154,37.6756,-63.6267,-7.32046,1
,121.082,,0,29.7148,-45.6374,-11.5848,1
,121.0827,,2.99035,19.626,-32.8195,-13.3616,1
,121.0833,,9.11691,13.5569,-11.7514,2.20325,1
,121.084,,8.53342,1.6552,24.2474,13.4327,1
,121.0847,,4.23024,-5.99026,48.0521,7.03617,1
,121.0853,,7.00178,-5.99026,40.7275,3.98006,1
,121.086,,12.1802,-12.3746,30.9682,6.75188,1
,121.0867,,13.4201,-20.6506,45.0136,3.98006,1
,121.0873,,13.4201,-8.74893,51.7143,1.2793,1
,121.088,,11.232,13.5569,25.7767,0.923942,1
,121.0887,,7.87701,19.3107,-0.764648,-1.49252,1
,121.0893,,9.70039,12.2958,0.764648,0.639652,1
,121.09,,14.587,6.22672,12.6569,12.2245,1
,121.0907,,16.7751,-2.60103,13.2807,19.5449,1
,121.0913,,18.3067,-7.25137,5.63425,14.3566,1
,121.092,,20.7136,1.6552,5.03058,9.52371,1
,121.0927,,19.4737,6.54199,12.3551,15.9202,1
,121.0933,,16.1187,1.97048,10.8258,15.9202,1
,121.094,,18.5985,2.52221,1.67015,0.0710725,1
,121.0947,,21.6618,5.59616,-0.462813,-4.26435,1
,121.0953,,17.0668,2.83749,5.03058,11.0162,1
,121.096,,12.7637,0.0788192,9.9203,16.2045,1
,121.0967,,14.9517,1.33993,7.16354,7.67582,1
,121.0973,,16.7751,4.41388,-1.36832,4.33542,1
,121.098,,15.2435,6.22672,-1.36832,4.61971,1
,121.0987,,14.9517,4.41388,8.08917,3.98006,1
,121.0993,,15.8269,1.6552,8.391,5.82794,1
,121.1,,14.9517,-0.788192,-2.29394,3.41148,1
,121.1007,,12.4719,-2.60103,-9.9203,-1.49252,1
,121.1013,,10.9403,-0.157638,-10.524,3.05612,1
,121.102,,9.70039,3.78332,-1.36832,6.75188,1
,121.1027,,10.3568,3.78332,14.1862,0.923942,1
,121.1033,,11.8884,7.40901,9.61846,2.20325,1
,121.104,,10.6485,14.7392,-11.1478,15.9202,1
,121.1047,,7.87701,13.5569,-8.08917,18.621,1
,121.1053,,9.40865,5.59616,8.08917,6.75188,1
,121.106,,12.7637,-1.73402,1.97199,2.20325,1
,121.1067,,9.70039,-15.4486,-11.4496,3.98006,1
,121.1073,,5.47014,-31.0548,-11.4496,-1.49252,1
,121.108,,4.81373,-36.4933,-18.1704,-5.11722,1
,121.1087,,6.34537,-37.4391,-34.3287,-0.28429,1
,121.1093,,7.29352,-31.6065,-27.6279,1.2793,1
,121.11,,6.71004,-5.35971,7.78733,1.2793,1
,121.1107,,2.99035,23.3305,41.6532,10.4476,1
,121.1113,,0.291741,23.6458,52.0363,14.0723,1
,121.112,,2.40686,7.09373,58.737,3.41148,1
,121.1127,,4.52199,1.97048,75.519,-4.83293,1
,121.1133,,3.9385,12.6111,86.8278,-2.41646,1
,121.114,,0.583482,32.4735,104.515,-4.26435,1
,121.1147,,-1.89632,50.4443,135.644,-13.3616,1
,121.1153,,-1.53164,47.4492,126.791,-17.0574,1
,121.116,,0,18.759,69.422,-10.9452,1
,121.1167,,1.16696,-15.1333,35.8579,-6.39652,1
,121.1173,,5.47014,-40.7495,33.403,-6.04116,1
,121.118,,9.70039,-54.8582,7.78733,-3.34041,1
,121.1187,,8.16875,-48.0797,-41.6532,1.56359,1
,121.1193,,5.76188,-21.8329,-94.1523,7.03617,1
,121.12,,6.71004,-2.0493,-130.473,14.9963,1
,121.1207,,6.34537,1.97048,-122.223,26.0125,1
,121.1213,,5.76188,5.91144,-87.1296,46.126,1
,121.122,,7.58527,6.85727,-65.156,61.6909,1
,121.1227,,10.3568,-2.91631,-41.9751,60.4827,1
,121.1233,,13.0554,-4.80797,-3.19945,68.7271,1
,121.124,,10.3568,3.78332,28.8353,80.8804,1
,121.1247,,2.11512,0.0788192,45.3154,45.4864,1
,121.1253,,0.583482,-9.37949,39.822,-16.1334,1
,121.126,,2.6986,-2.91631,3.80312,-44.2071,1
,121.1267,,-3.7197,7.72428,-33.4231,-47.2632,1
,121.1273,,-8.60636,8.98539,-46.2411,-43.6385,1
,121.128,,-3.42796,7.40901,-52.9619,-39.9427,1
,121.1287,,-0.948158,6.85727,-65.4579,-54.5836,1
,121.1293,,-1.89632,4.96561,-74.0098,-58.848,1
,121.13,,3.35502,5.59616,-71.8769,-28.9265,1
,121.1307,,9.11691,6.54199,-58.4553,-11.8691,1
,121.1313,,6.34537,6.54199,-41.0495,-11.2294,1
,121.132,,0,6.22672,-32.4975,3.05612,1
,121.1327,,-1.53164,4.41388,-30.6664,-6.68081,1
,121.1333,,-0.656417,1.97048,-25.173,-48.1871,1
,121.134,,-4.30318,1.02465,-20.0016,-58.2794,1
,121.1347,,-5.54308,-0.472915,-19.3778,-29.2819,1
,121.1353,,-0.656417,2.83749,-21.8327,-4.83293,1
,121.136,,-1.53164,10.1677,-22.7382,-9.09727,1
,121.1367,,-8.24168,9.8524,-20.3034,-37.8105,1
,121.1373,,-7.07472,6.54199,-17.5467,-46.6235,1
,121.138,,-3.06328,8.35484,-14.5082,-21.3217,1
,121.1387,,-5.25134,4.96561,-11.4496,-11.2294,1
,121.1393,,-4.30318,-3.54686,-9.9203,-21.0374,1
,121.14,,1.16696,-5.35971,-3.19945,-11.8691,1
,121.1407,,2.11512,-0.788192,7.16354,0.0710725,1
,121.1413,,-0.364676,1.6552,1.36832,-7.88904,1
,121.142,,-0.364676,2.52221,-15.4137,-11.2294,1
,121.1427,,-0.656417,4.0986,-17.8485,-5.75687,1
,121.1433,,-1.53164,7.72428,-13.5826,-7.32046,1
,121.144,,-1.53164,5.91144,-12.9789,-6.68081,1
,121.1447,,-2.4798,-3.86214,2.59578,2.20325,1
,121.1453,,-1.53164,-5.04443,22.4364,4.33542,1
,121.146,,2.99035,6.22672,15.7155,-2.41646,1
,121.1467,,3.9385,5.91144,-1.36832,-10.6609,1
,121.1473,,-3.7197,-3.54686,-0.764648,-12.793,1
,121.148,,-11.0132,1.02465,7.16354,-3.34041,1
,121.1487,,-10.4297,8.03956,7.78733,6.75188,1
,121.1493,,-4.30318,3.78332,2.89761,4.61971,1
,121.15,,-0.948158,-1.73402,-1.06648,3.98006,1
,121.1507,,-1.89632,-5.04443,1.36832,10.7319,1
,121.1513,,-2.4798,-9.06421,1.67015,7.67582,1
,121.152,,-2.77154,-6.62081,-3.82324,0.0710725,1
,121.1527,,-6.78298,1.33993,-2.59578,6.75188,1
,121.1533,,-10.4297,6.54199,-1.69027,12.2245,1
,121.154,,-9.18984,6.54199,-9.61846,6.46759,1
,121.1547,,-10.7215,7.72428,-5.03058,4.904,1
,121.1553,,-17.1398,14.7392,15.1119,7.39153,1
,121.156,,-20.7865,23.0152,29.4389,6.11223,1
,121.1567,,-21.37,44.0599,42.2568,6.75188,1
,121.1573,,-23.5581,98.9969,43.7861,3.41148,1
,121.158,,-26.6214,143.845,8.69284,-9.45264,1
,121.1587,,-25.9649,109.401,-16.3393,-14.0013,1
,121.1593,,-14.3682,37.3603,13.5826,-5.11722,1
,121.16,,4.81373,11.1135,42.5587,2.48754,1
,121.1607,,14.0036,2.83749,27.9096,5.25936,1
,121.1613,,10.3568,-54.8582,9.61846,7.39153,1
,121.162,,6.71004,-138.722,11.4496,6.75188,1
,121.1627,,1.16696,-157.954,18.4522,3.05612,1
,121.1633,,0.291741,-74.3265,17.8485,-1.77681,1
,121.164,,13.0554,37.6756,4.42691,-4.54864,1
,121.1647,,20.4219,74.2477,-7.18366,-7.60475,1
,121.1653,,10.3568,31.843,0.764648,-9.45264,1
,121.166,,2.99035,-16.0791,9.61846,-3.34041,1
,121.1667,,2.11512,-38.3061,0.462813,4.33542,1
,121.1673,,-0.656417,-48.395,-6.86171,7.67582,1
,121.168,,3.9385,-51.1537,1.97199,16.8442,1
,121.1687,,13.4201,-42.0106,8.391,29.6372,1
,121.1693,,12.4719,-27.9808,-7.78733,23.8093,1
,121.17,,10.9403,-24.2763,-33.1213,0.923942,1
,121.1707,,14.9517,-17.2614,-39.822,-11.5848,1
,121.1713,,7.87701,24.1975,-32.8195,-2.98504,1
,121.172,,-5.54308,80.7109,-30.0627,5.82794,1
,121.1727,,-8.8981,98.3664,-18.7741,0.0710725,1
,121.1733,,-7.94994,75.1935,4.12507,-5.11722,1
,121.174,,-7.94994,38.8579,19.0759,3.05612,1
,121.1747,,-3.06328,-8.11838,28.2316,6.75188,1
,121.1753,,3.64676,-67.6269,35.2342,-1.20823,1
,121.176,,6.34537,-114.918,33.1012,-3.34041,1
,121.1767,,6.34537,-118.938,28.8353,2.20325,1
,121.1773,,3.64676,-77.7157,16.3192,4.904,1
,121.178,,2.99035,-28.6114,-11.4496,5.54365,1
,121.1787,,7.87701,-8.74893,-18.4723,2.48754,1
,121.1793,,9.40865,-13.0052,7.16354,3.41148,1
,121.18,,5.47014,-17.892,14.1862,13.1484,1
,121.1807,,6.71004,-15.7638,-7.78733,13.1484,1
,121.1813,,10.3568,-9.06421,-15.4137,5.25936,1
,121.182,,6.34537,-3.54686,-3.5214,10.4476,1
,121.1827,,0,-5.67498,6.86171,14.3566,1
,121.1833,,-3.06328,-10.8771,7.16354,2.77183,1
,121.184,,-6.78298,-9.37949,-0.462813,0.355362,1
,121.1847,,-9.77332,-3.54686,-5.03058,10.4476,1
,121.1853,,-5.83482,-2.60103,-2.29394,9.16835,1
,121.186,,-0.364676,-3.23159,-8.08917,2.48754,1
,121.1867,,0,-1.73402,-19.3778,-0.852869,1
,121.1873,,-2.18806,-5.04443,-13.2807,-8.52869,1
,121.188,,-4.30318,-8.11838,7.16354,-10.6609,1
,121.1887,,-7.07472,-3.54686,23.3419,-1.77681,1
,121.1893,,-7.36646,2.28576,29.4389,1.2793,1
,121.19,,-6.12656,2.83749,32.7994,0.355362,1
,121.1907,,-5.54308,4.0986,45.6173,6.11223,1
,121.1913,,-3.06328,5.28089,64.2304,6.46759,1
,121.192,,0.291741,2.83749,55.0748,0.639652,1
,121.1927,,2.6986,2.83749,13.2807,4.61971,1
,121.1933,,8.53342,3.78332,-10.2221,14.712,1
,121.194,,17.3586,1.33993,10.524,19.5449,1
,121.1947,,18.5985,2.83749,30.6664,21.1085,1
,121.1953,,10.6485,6.54199,11.4496,23.2407,1
,121.196,,12.1802,0.394096,-27.6279,31.4851,1
,121.1967,,33.842,-14.2663,-41.6532,40.0138,1
,121.1973,,51.857,-23.4093,-25.7968,40.2981,1
,121.198,,36.6135,-17.2614,-24.5693,34.5412,1
,121.1987,,-4.88666,-0.472915,-59.059,22.3167,1
,121.1993,,-41.5731,11.9805,-85.9222,3.98006,1
,121.2,,-59.5152,17.1826,-71.8769,-5.75687,1
,121.2007,,-58.9317,28.769,-39.5202,-13.717,1
,121.2013,,-38.8016,43.1141,-12.3551,-37.8105,1
,121.202,,-14.3682,38.5426,8.69284,-50.3193,1
,121.2027,,-10.138,20.5718,19.6796,-27.434,1
,121.2033,,-11.9614,11.7441,23.3419,10.0923,1
,121.204,,5.1784,10.7982,31.5719,40.2981,1
,121.2047,,20.7136,2.83749,33.725,50.1061,1
,121.2053,,22.2453,-8.43365,17.8485,41.8617,1
,121.206,,39.3121,-13.0052,-2.89761,38.8056,1
,121.2067,,55.7955,-13.6357,-15.1119,22.601,1
,121.2073,,21.0054,-11.1923,-22.4364,-32.338,1
,121.208,,-19.2549,0.709373,-27.0041,-71.9964,1
,121.2087,,28.6636,23.6458,-27.9298,-61.3355,1
,121.2093,,143.391,52.336,-26.0986,-49.1111,1
,121.21,,207.501,71.489,-20.9071,-53.3754,1
,121.2107,,174.826,66.6811,-12.6771,-51.2432,1
,121.2113,,117.134,47.1339,-5.03058,-46.6235,1
,121.212,,53.3886,31.5277,1.36832,-39.6584,1
,121.2127,,-95.8369,13.8722,8.08917,-24.3779,1
,121.2133,,-265.266,-10.5618,6.55987,-14.9252,1
,121.214,,-257.024,-24.5916,-4.42691,-11.5848,1
,121.2147,,-106.267,-20.3354,-7.78733,-5.75687,1
,121.2153,,-27.2048,-13.951,-0.462813,-4.83293,1
,121.216,,-46.4598,-14.2663,5.03058,-5.11722,1
,121.2167,,-61.4115,-14.2663,11.1276,0.0710725,1
,121.2173,,-60.1716,-13.3204,17.5467,3.98006,1
,121.218,,-55.8684,-14.5027,11.4496,0.639652,1
,121.2187,,-39.385,-9.93122,0.462813,-5.11722,1
,121.2193,,-26.6214,-0.157638,1.67015,-6.04116,1
,121.22,,-23.8498,-0.472915,6.86171,-2.41646,1
,121.2207,,-17.4315,-6.93609,3.80312,-2.13217,1
,121.2213,,-11.0132,-8.74893,-2.29394,-1.20823,1
,121.222,,-9.77332,-12.6899,-5.65437,4.61971,1
,121.2227,,-7.6582,-13.6357,-3.19945,0.355362,1
,121.2233,,-6.12656,-3.23159,2.59578,-9.45264,1
,121.224,,-7.6582,-0.788192,1.36832,1.56359,1
,121.2247,,-9.77332,-3.23159,-5.03058,17.1285,1
,121.2253,,-4.30318,13.2416,-4.72874,13.1484,1
,121.226,,7.58527,32.7888,6.86171,7.67582,1
,121.2267,,11.232,45.5575,22.4364,10.7319,1
,121.2273,,10.3568,69.6762,26.4005,9.808,1
,121.228,,14.0036,77.9522,14.4881,8.59977,1
,121.2287,,14.0036,40.986,3.80312,17.1285,1
,121.2293,,9.70039,-5.67498,1.36832,31.4851,1
,121.23,,6.05363,-41.0648,-3.82324,39.7295,1
,121.2307,,-6.12656,-71.3314,-9.01479,27.2207,1
,121.2313,,-22.6099,-78.6616,-8.69284,3.05612,1
,121.232,,-35.4465,-58.1686,-11.4496,-4.26435,1
,121.2327,,-45.2199,-34.0499,-11.7514,7.67582,1
,121.2333,,-29.32,-13.0052,-1.36832,7.67582,1
,121.234,,14.587,2.83749,7.78733,-13.3616,1
,121.2347,,46.9703,4.41388,4.42691,-30.7744,1
,121.2353,,59.8069,-3.54686,-3.19945,-25.3018,1
,121.236,,50.6171,-5.67498,-6.86171,-9.09727,1
,121.2367,,-5.83482,-0.788192,-7.18366,-5.75687,1
,121.2373,,-63.5266,3.78332,-5.03058,-8.81298,1
,121.238,,-55.5767,1.97048,1.97199,-4.83293,1
,121.2387,,-16.848,-6.93609,7.16354,-3.6247,1
,121.2393,,14.587,-12.0593,1.36832,-0.28429,1
,121.24,,57.9835,-12.6899,-8.391,26.2968,1
,121.2407,,87.2306,-14.5027,-1.36832,50.6747,1
,121.2413,,68.0486,-15.4486,20.9071,36.9577,1
,121.242,,40.552,-13.6357,40.4257,16.8442,1
,121.2427,,32.6021,-20.0201,48.9777,25.0886,1
,121.2433,,26.8402,-33.7346,53.5455,18.3367,1
,121.244,,22.537,-32.8676,60.87,-27.1497,1
,121.2447,,23.1934,-14.5027,72.7824,-52.4515,1
,121.2453,,22.8287,2.28576,78.2758,-21.9614,1
,121.246,,20.4219,13.8722,48.9777,11.0162,1
,121.2467,,18.5985,19.3107,-20.6052,-1.49252,1
,121.2473,,17.0668,10.1677,-72.7824,-13.3616,1
,121.248,,15.8269,-2.36458,-65.7798,72.0675,1
,121.2487,,11.8884,-6.30554,-42.8806,217.624,1
,121.2493,,9.11691,-9.61594,-41.3513,210.588,1
,121.25,,10.9403,-4.17742,-41.0495,7.67582,1
,121.2507,,12.1802,26.6409,-25.7968,-101.918,1
,121.2513,,11.8884,55.0158,16.943,16.4888,1
,121.252,,13.7118,44.0599,80.4087,92.181,1
,121.2527,,14.9517,21.2024,106.648,-18.9053,1
,121.2533,,17.0668,14.7392,85.2985,-106.751,1
,121.254,,22.2453,-10.8771,67.289,-78.1086,1
,121.2547,,23.1934,-65.4988,49.2795,-68.3006,1
,121.2553,,14.9517,-74.3265,22.1144,-97.0139,1
,121.256,,7.00178,-18.2072,5.63425,-86.6373,1
,121.2567,,6.34537,17.4979,-42.5788,-62.1884,1
,121.2573,,9.70039,0.0788192,-134.437,-60.6959,1
,121.258,,11.5967,-9.93122,-161.3,-50.9589,1
,121.2587,,8.53342,5.59616,-92.9248,-28.0736,1
,121.2593,,0.875223,10.1677,-30.3646,-15.4938,1
,121.26,,-4.01144,5.59616,-6.25804,-12.793,1
,121.2607,,-3.42796,9.30067,19.3778,-10.6609,1
,121.2613,,-1.89632,10.1677,44.088,-10.9452,1
,121.262,,-2.18806,6.85727,51.4125,-12.5088,1
,121.2627,,-3.06328,11.1135,50.2052,-6.39652,1
,121.2633,,-3.06328,18.4437,44.3898,0.355362,1
,121.264,,-1.89632,16.6309,25.4748,-0.56858,1
,121.2647,,-2.77154,5.28089,-11.4496,0.355362,1
,121.2653,,-5.25134,-9.06421,-53.5656,6.75188,1
,121.266,,-0.948158,-12.3746,-71.575,7.96011,1
,121.2667,,5.76188,-0.472915,-59.3608,8.88406,1
,121.2673,,3.9385,8.03956,-48.6759,21.3928,1
,121.268,,-1.89632,4.72915,-52.64,39.0898,1
,121.2687,,-7.36646,-0.157638,-40.7477,65.0313,1
,121.2693,,-14.3682,-1.73402,-11.1478,98.9329,1
,121.27,,-11.305,-2.60103,-2.89761,116.63,1
,121.2707,,4.81373,-5.35971,-12.9789,117.554,1
,121.2713,,12.1802,-8.11838,-12.9789,110.802,1
,121.272,,16.1187,-7.8031,-15.1119,78.1797,1
,121.2727,,31.4351,-7.48782,-22.1345,35.4652,1
,121.2733,,32.0186,-11.5076,-15.7155,14.712,1
,121.274,,7.29352,-14.818,-19.6796,-22.53,1
,121.2747,,-16.1916,-13.6357,-37.6891,-105.898,1
,121.2753,,-37.5617,-5.67498,-22.1345,-178.179,1
,121.276,,-59.8798,11.1135,15.4137,-180.666,1
,121.2767,,-54.6285,23.3305,22.7382,-104.334,1
,121.2773,,-29.9764,15.685,10.524,-0.56858,1
,121.278,,-20.7865,7.40901,5.33241,38.8056,1
,121.2787,,-20.7865,15.685,1.36832,2.20325,1
,121.2793,,-18.3797,18.9954,0.462813,-26.7943,1
,121.28,,-20.7865,8.35484,5.9562,-26.2257,1
,121.2807,,-18.6714,8.03956,7.78733,-30.2058,1
,121.2813,,-3.42796,12.6111,7.78733,-28.0736,1
,121.282,,10.6485,1.02465,7.78733,-14.0013,1
,121.2827,,14.0036,-10.8771,0.462813,-15.4938,1
,121.2833,,5.76188,-6.93609,-3.82324,-25.8704,1
,121.284,,-5.25134,-5.35971,15.7155,-22.53,1
,121.2847,,-5.54308,-1.41875,24.2474,-9.73693,1
,121.2853,,-0.656417,4.72915,13.5826,-0.28429,1
,121.286,,-2.4798,-0.788192,-5.35253,-2.98504,1
,121.2867,,-5.54308,-6.62081,-12.9789,-8.81298,1
,121.2873,,-5.83482,-4.17742,-8.08917,0.0710725,1
,121.288,,-8.8981,-1.73402,0.764648,9.52371,1
,121.2887,,-11.5967,0.394096,8.08917,3.98006,1
,121.2893,,-10.138,1.02465,10.524,2.20325,1
,121.29,,-8.60636,-5.35971,16.0174,10.4476,1
,121.2907,,-8.24168,-8.11838,27.6078,12.5798,1
,121.2913,,-6.78298,-11.5076,26.7023,11.6559,1
,121.292,,-5.83482,-31.6065,8.69284,10.7319,1
,121.2927,,-6.4183,-53.9123,-1.99211,5.82794,1
,121.2933,,-6.12656,-53.2818,2.29394,7.67582,1
,121.294,,-4.30318,-38.3061,5.63425,14.712,1
,121.2947,,-4.01144,-20.9659,5.03058,10.4476,1
,121.2953,,-2.77154,-2.60103,6.86171,4.61971,1
,121.296,,2.11512,6.22672,10.524,8.59977,1
,121.2967,,4.52199,9.30067,12.3551,12.5798,1
,121.2973,,0.875223,25.7739,13.8844,13.7881,1
,121.298,,-3.42796,42.2471,15.4137,19.5449,1
,121.2987,,-4.88666,33.3405,8.99467,21.3928,1
,121.2993,,-7.6582,14.7392,-3.19945,14.9963,1
,121.3,,-8.8981,8.98539,-5.35253,9.808,1
,121.3007,,-5.25134,8.03956,3.19945,9.52371,1
,121.3013,,-2.77154,4.41388,7.16354,10.4476,1
,121.302,,-4.59492,4.72915,5.9562,11.9402,1
,121.3027,,-4.88666,6.54199,5.63425,12.2245,1
,121.3033,,-1.2399,2.83749,5.63425,12.2245,1
,121.304,,0,-2.36458,5.03058,14.9963,1
,121.3047,,-2.4798,-2.0493,4.72874,13.1484,1
,121.3053,,-5.25134,1.97048,1.67015,4.33542,1
,121.306,,-7.07472,1.97048,-5.03058,1.84788,1
,121.3067,,-9.48158,0.0788192,-13.2807,3.98006,1
,121.3073,,-10.4297,1.6552,-17.5467,2.48754,1
,121.308,,-9.18984,0.0788192,-14.1862,7.03617,1
,121.3087,,-6.78298,-2.60103,-11.4496,15.9202,1
,121.3093,,-4.30318,9.30067,-17.2448,6.75188,1
,121.31,,-1.2399,34.9169,-26.4005,-8.81298,1
,121.3107,,3.9385,55.9616,-27.0041,-3.34041,1
,121.3113,,3.9385,66.9175,-25.173,7.39153,1
,121.312,,-6.12656,73.3807,-30.0627,5.82794,1
,121.3127,,-12.5449,63.6071,-27.9298,6.75188,1
,121.3133,,-9.18984,26.6409,-10.2221,11.3005,1
,121.314,,-4.59492,-20.9659,3.50128,5.54365,1
,121.3147,,-3.42796,-55.7252,12.3551,-0.56858,1
,121.3153,,-3.42796,-83.2331,42.5587,0.0710725,1
,121.316,,-6.12656,-96.9476,82.5417,-1.49252,1
,121.3167,,-7.94994,-53.5971,94.7559,-2.41646,1
,121.3173,,-7.6582,10.1677,72.1787,0.923942,1
,121.318,,-11.5967,5.91144,36.4616,-2.98504,1
,121.3187,,-16.4834,-24.2763,36.1598,-7.88904,1
,121.3193,,-12.5449,13.2416,89.2626,-2.13217,1
,121.32,,-2.77154,69.6762,115.804,0.639652,1
,121.3207,,4.52199,69.3609,71.5549,-10.6609,1
,121.3213,,2.11512,40.4343,44.7118,-19.1896,1
,121.322,,-8.60636,20.2565,73.6879,-15.2095,1
,121.3227,,-12.5449,18.4437,86.8278,-6.9651,1
,121.3233,,-4.30318,24.8281,70.6494,7.96011,1
,121.324,,2.40686,-6.30554,49.8832,24.7332,1
,121.3247,,3.9385,-54.8582,6.25804,18.0524,1
,121.3253,,7.58527,-53.2818,-33.4231,-0.852869,1
,121.326,,12.4719,-51.4689,-9.61846,1.56359,1
,121.3267,,13.7118,-95.6865,30.9682,11.0162,1
,121.3273,,10.3568,-97.8146,-4.12507,3.69577,1
,121.328,,4.81373,-33.7346,-102.704,-4.83293,1
,121.3287,,3.35502,2.83749,-164.661,-4.26435,1
,121.3293,,10.0651,-4.80797,-140.232,-7.60475,1
,121.33,,13.0554,-9.06421,-88.0552,-15.2095,1
,121.3307,,4.23024,-13.3204,-70.9513,-17.3417,1
,121.3313,,-4.88666,-20.9659,-64.2505,-13.717,1
,121.332,,-3.42796,-18.5225,-33.725,-8.52869,1
,121.3327,,1.4587,-13.6357,1.67015,2.77183,1
,121.3333,,2.11512,-12.0593,22.4364,17.4128,1
,121.334,,0.875223,-9.61594,14.1862,17.4128,1
,121.3347,,-1.89632,-7.8031,-25.173,15.9202,1
,121.3353,,-3.7197,-7.48782,-51.4326,32.409,1
,121.336,,-1.53164,-8.11838,-35.2543,16.2045,1
,121.3367,,0.583482,-6.93609,-21.2089,-43.6385,1
,121.3373,,-1.53164,-1.10347,-33.1213,-66.1684,1
,121.338,,-3.06328,3.15277,-40.144,-52.7358,1
,121.3387,,-1.2399,2.52221,-27.0041,-49.3954,1
,121.3393,,2.40686,-0.472915,-6.25804,-4.54864,1
,121.34,,4.23024,-3.86214,5.9562,68.0874,1
,121.3407,,-0.656417,-2.60103,9.9203,55.2944,1
,121.3413,,-7.07472,5.59616,32.4975,-15.2095,1
,121.342,,-5.83482,9.30067,63.6267,-38.7345,1
,121.3427,,-4.30318,3.78332,60.87,-19.8292,1
,121.3433,,-7.07472,-3.23159,39.5202,-4.83293,1
,121.344,,-6.78298,-2.60103,30.6664,-10.0212,1
,121.3447,,-7.07472,13.8722,12.0533,-33.2619,1
,121.3453,,-10.7215,35.7839,-9.61846,-39.9427,1
,121.346,,-10.4297,45.0058,-13.5826,-28.9265,1
,121.3467,,-8.8981,59.5873,-30.9884,-32.6223,1
,121.3473,,-13.7848,92.6126,-50.507,-31.9826,1
,121.348,,-16.1916,104.83,-27.0041,-12.5088,1
,121.3487,,-12.2531,70.622,9.61846,-6.04116,1
,121.3493,,-4.30318,16.6309,37.9909,-1.77681,1
,121.35,,6.05363,-26.7197,77.6721,22.9564,1
,121.3507,,10.9403,-56.3557,89.5644,45.2021,1
,121.3513,,5.76188,-67.6269,63.9286,69.651,1
,121.352,,4.81373,-49.6561,63.0231,108.101,1
,121.3527,,10.6485,-20.9659,52.64,101.349,1
,121.3533,,7.58527,-19.1531,-39.822,28.429,1
,121.354,,0,-38.3061,-132.002,-41.4352,1
,121.3547,,-0.364676,-36.4933,-109.103,-82.6573,1
,121.3553,,-0.656417,-6.30554,-25.173,-118.691,1
,121.356,,-3.06328,22.0694,14.4881,-127.504,1
,121.3567,,1.16696,30.6607,18.7741,-92.4653,1
,121.3573,,2.40686,34.6016,39.2184,-45.131,1
,121.358,,-6.4183,38.2273,60.2663,-6.04116,1
,121.3587,,-8.24168,4.0986,59.9645,10.4476,1
,121.3593,,4.23024,-67.6269,55.0748,-5.11722,1
,121.36,,15.8269,-96.6323,33.1012,-19.8292,1
,121.3607,,20.7136,-59.4297,-11.7514,-10.6609,1
,121.3613,,20.4219,-33.7346,-30.3646,-4.83293,1
,121.362,,12.7637,-51.4689,-24.2675,-5.11722,1
,121.3627,,3.9385,-76.4546,-52.3381,5.54365,1
,121.3633,,0.291741,-85.0459,-91.7175,8.59977,1
,121.364,,0.291741,-50.2078,-84.9966,-5.47258,1
